Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Best Nights,Bike Parking,Caters,Coat Check,Cuisine,Delivery,Dogs Allowed,Drive-Thru,Good For,Good For Dancing,Good for Groups,Good for Kids,Good for Working,Happy Hour,Has Pool Table,Has TV,Music,Noise Level,Outdoor Seating,Parking,Price range,Rating,Review Counts,Smoking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,Neighborhood1,Neighborhood2,Neighborhood3
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Restaurants,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,,0,No,Yes,No,No,No,No,Hell's Kitchen,Midtown West,
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,,0,No,Yes,No,No,No,No,Hell's Kitchen,Chelsea,Midtown West
No,Yes,No,Intimate,Casual,Mon,Yes,No,No,Delis;Sandwiches,No,No,No,Lunch,No,No,Yes,,No,No,No,Background,Loud,No,Street,Under $10,,936,No,Yes,No,No,No,No,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Casual,Casual,Mon,No,Yes,No,Steakhouses;Tex-Mex,Yes,No,No,Dinner,No,Yes,Yes,,No,No,Yes,Background,Average,No,Valet,$11-30 and Inexpensive,4,322,No,Yes,Yes,Yes,Yes,Free,Hell's Kitchen,Midtown West,
No,Yes,Full Bar,Casual,Casual,Fri,Yes,No,No,Coffee & Tea;American (New);Bars,No,No,No,Brunch,No,Yes,Yes,Yes,Yes,No,No,Live,Average,No,Street,$11-30 and Inexpensive,4,382,No,Yes,Yes,Yes,Yes,Free,Washington Heights,Inwood,
No,Yes,Beer & Wine Only,Casual,Casual,Fri,Yes,No,No,American (New),Yes,No,No,Brunch,No,Yes,Yes,Yes,Yes,No,No,Live,Quiet,Yes,Street,$11-30 and Inexpensive,3.5,171,No,Yes,Yes,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Fri,Yes,No,No,Karaoke;Burgers;Irish Pub,No,No,No,Brunch,No,Yes,Yes,Yes,Yes,No,Yes,Live,Average,No,Street,$11-30 and Inexpensive,4,171,No,Yes,Yes,Yes,Yes,Free,Washington Heights,Inwood,
No,Yes,Full Bar,Divey,Casual,Mon,Yes,Yes,No,Sports Bars;Burgers;American (New),No,No,No,Late night,No,Yes,No,Yes,Yes,No,Yes,Live,Average,No,Street,$11-30 and Inexpensive,4,18,No,Yes,No,Yes,Yes,Free,Washington Heights,,
No,Yes,No,Divey,Casual,Mon,Yes,Yes,No,Spanish;Latin American,No,No,No,Late night,No,Yes,Yes,Yes,Yes,No,Yes,Live,Quiet,No,Street,$11-30 and Inexpensive,4.5,5,No,Yes,No,Yes,Yes,Free,Washington Heights,,
No,Yes,Full Bar,Casual,Casual,Mon,Yes,No,No,Thai,Yes,No,No,Lunch,No,Yes,Yes,Yes,Yes,No,Yes,Live,Average,Yes,Street,$11-30 and Inexpensive,3,211,No,Yes,Yes,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Trendy,Casual,Mon,No,Yes,No,Sushi Bars;Japanese,Yes,No,No,Dinner,No,Yes,No,Yes,Yes,No,No,Live,Average,Yes,Street,$11-30 and Inexpensive,3,267,No,Yes,Yes,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,No,Casual,Casual,Mon,Yes,Yes,No,Pizza,Yes,No,No,Lunch,No,Yes,Yes,Yes,Yes,No,Yes,Live,Average,No,Street,Under $10,3.5,120,No,Yes,No,No,Yes,No,Washington Heights,Inwood,
No,Yes,Beer & Wine Only,Casual,Casual,Mon,Yes,Yes,No,Delis;Bagels,Yes,No,No,Breakfast,No,No,Yes,Yes,Yes,No,No,Live,Average,No,Street,Under $10,3.5,35,No,Yes,No,No,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Mon,No,No,No,Mexican,No,No,No,Breakfast,No,Yes,No,Yes,Yes,No,Yes,Live,Loud,Yes,Garage,$11-30 and Inexpensive,2.5,44,No,Yes,Yes,Yes,Yes,No,Inwood,,
No,Yes,Full Bar,Casual,Casual,Tue,No,No,No,Mediterranean;Champagne Bars,No,No,No,Breakfast,Yes,Yes,Yes,Yes,Yes,No,No,DJ,Very Loud,No,Garage,$11-30 and Inexpensive,3.5,20,No,No,Yes,Yes,Yes,No,Inwood,,
No,Yes,No,Casual,Casual,Tue,Yes,No,No,Thai;Vegetarian,Yes,No,No,Lunch,Yes,Yes,Yes,Yes,Yes,No,No,DJ,Average,No,Street,$11-30 and Inexpensive,3,51,No,Yes,No,Yes,Yes,No,Inwood,,
No,Yes,Full Bar,Trendy,Casual,Tue,No,Yes,Yes,Latin American;Lounges,No,No,No,Dinner,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3,73,No,Yes,Yes,Yes,Yes,No,Inwood,,
No,Yes,Full Bar,Trendy,Casual,Tue,Yes,Yes,Yes,Tex-Mex;Mexican,Yes,No,No,Dinner,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,Under $10,3.5,16,No,Yes,No,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,No,Divey,Casual,Tue,Yes,Yes,Yes,Ice Cream & Frozen Yogurt;Bubble Tea;Creperies,Yes,No,No,Dinner,Yes,Yes,Yes,Yes,Yes,No,No,DJ,Average,Yes,Street,Under $10,4.5,16,No,Yes,No,Yes,Yes,Free,Inwood,,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,Yes,No,Bars,Yes,No,No,Dinner,No,Yes,Yes,Yes,Yes,No,Yes,Background,Average,Yes,Street,$31-60 and Moderate,4,150,No,Yes,No,Yes,Yes,Free,Inwood,,
No,Yes,Full Bar,Trendy,Casual,Thu,No,Yes,No,Latin American,No,No,No,Dinner,No,Yes,No,Yes,Yes,No,Yes,Background,Average,Yes,Valet,$11-30 and Inexpensive,3,52,No,Yes,Yes,Yes,Yes,No,Inwood,,
No,Yes,Full Bar,Trendy,Casual,Thu,No,No,No,Latin American;Mediterranean;Cocktail Bars,No,No,No,Dinner,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Average,Yes,Valet,$11-30 and Inexpensive,2.5,39,Yes,Yes,Yes,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,No,No,American (New);Breakfast & Brunch;Cafes,No,No,No,Dinner,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Average,Yes,Valet,$11-30 and Inexpensive,3,24,Yes,Yes,Yes,Yes,Yes,Free,Washington Heights,Inwood,
No,No,No,Casual,Casual,Thu,No,No,No,Mexican,Yes,No,No,Lunch,Yes,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,3.5,30,Yes,Yes,No,No,Yes,No,Inwood,,
No,No,No,Casual,Casual,Thu,No,No,No,Burgers;Sandwiches,Yes,No,Yes,Lunch,Yes,Yes,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,4,1,Yes,Yes,No,No,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,No,No,Hookah Bars;Mexican,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Average,Yes,Street,$11-30 and Inexpensive,2,11,Yes,Yes,Yes,No,Yes,No,Washington Heights,Inwood,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Pizza,Yes,No,Yes,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,2.5,50,Yes,Yes,No,No,Yes,No,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Tapas/Small Plates;Lounges,No,No,Yes,Lunch,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Very Loud,No,Street,Under $10,2.5,10,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Bakeries;Bagels;Delis,Yes,No,Yes,Breakfast,Yes,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,4,7,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,No,Casual,Casual,Thu,No,Yes,No,Lounges;Tapas Bars,Yes,No,Yes,Breakfast,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3.5,4,No,Yes,Yes,No,Yes,Free,Inwood,,
No,Yes,No,Casual,Casual,Thu,No,Yes,No,Chinese,Yes,No,Yes,Breakfast,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,Under $10,3.5,5,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,Full Bar,Casual,Casual,Thu,No,Yes,No,Hookah Bars;Latin American,No,No,Yes,Late night,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3,13,No,No,No,Yes,Yes,Free,Washington Heights,Inwood,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,Yes,No,Mexican;Dominican,Yes,No,Yes,Late night,No,Yes,Yes,Yes,Yes,No,No,DJ,Average,No,Street,$11-30 and Inexpensive,5,1,No,Yes,Yes,Yes,Yes,Free,Inwood,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Caribbean,Yes,No,Yes,Late night,No,Yes,Yes,Yes,Yes,No,Yes,DJ,Loud,No,Street,$11-30 and Inexpensive,2.5,43,No,Yes,Yes,Yes,Yes,Free,Inwood,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Mediterranean;Delis,Yes,No,Yes,Late night,No,No,Yes,Yes,Yes,No,No,DJ,Loud,No,Street,Under $10,5,1,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Delis;Convenience Stores,Yes,No,Yes,Late night,No,No,Yes,Yes,Yes,No,No,DJ,Loud,No,Street,Under $10,3.5,3,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,No,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Mexican;Latin American,Yes,No,Yes,Late night,No,No,Yes,Yes,Yes,No,No,DJ,Loud,No,Street,Under $10,3,2,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Dominican,Yes,No,Yes,Late night,No,No,Yes,Yes,Yes,No,No,DJ,Loud,No,Street,$11-30 and Inexpensive,2.5,2,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,No,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Latin American,Yes,No,Yes,Late night,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,2.5,7,No,Yes,Yes,Yes,Yes,Free,Washington Heights,Inwood,
No,No,Full Bar,Casual,Casual,Thu,Yes,Yes,No,American (New),Yes,No,Yes,Late night,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,,61,No,Yes,Yes,Yes,Yes,Free,Inwood,,
No,No,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Chinese,Yes,No,Yes,Late night,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3,4,No,Yes,Yes,No,Yes,Free,Inwood,,
No,Yes,Full Bar,Romantic,Casual,Thu,Yes,Yes,No,Italian,Yes,No,Yes,Late night,No,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3,13,No,Yes,Yes,Yes,Yes,Free,Inwood,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Sandwiches;Juice Bars & Smoothies,Yes,No,Yes,Late night,No,No,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,Under $10,3,7,No,Yes,No,Yes,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Pizza;Italian,Yes,No,Yes,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,3,23,No,Yes,No,No,Yes,Free,Washington Heights,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Sandwiches;Pubs,Yes,No,Yes,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,118,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Spanish,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,1,1,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Food Stands,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,3,1,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Latin American;Lounges,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,3,1,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Spanish;Asian Fusion,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Washington Heights,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,5,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Latin American;Mexican,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Washington Heights,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Delis;Sandwiches,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,331,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Delis;Sandwiches,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Washington Heights,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,Yes,No,Yes,Lunch,No,Yes,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,,0,No,Yes,No,No,Yes,Free,Inwood,,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Sandwiches;Fast Food,No,No,No,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,2.5,4,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,No,Romantic,Casual,Thu,Yes,Yes,No,Restaurants,No,No,No,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,Under $10,,83,No,Yes,No,No,Yes,Free,Washington Heights,Inwood,
No,Yes,Full Bar,Divey,Casual,Thu,Yes,Yes,No,Cocktail Bars;American (New);Gastropubs,No,No,No,Lunch,No,Yes,No,Yes,Yes,No,Yes,DJ,Loud,No,Street,$11-30 and Inexpensive,4.5,28,No,Yes,Yes,Yes,Yes,No,Washington Heights,Inwood,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Coffee & Tea;Mediterranean,Yes,No,No,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,4.5,129,No,Yes,No,Yes,Yes,Free,Washington Heights,,
No,Yes,Full Bar,Intimate,Casual,Thu,Yes,Yes,No,American (New),No,No,No,Brunch,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,Yes,Street,$11-30 and Inexpensive,4,245,No,Yes,Yes,Yes,Yes,No,Midtown East,Kips Bay,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Cheese Shops;Sandwiches;Caterers,Yes,No,No,Lunch,No,No,Yes,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,4.5,228,No,Yes,No,No,Yes,No,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Italian;Pizza,Yes,No,No,Dessert,No,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,Yes,Street,$11-30 and Inexpensive,4.5,74,No,Yes,Yes,Yes,Yes,Free,Kips Bay, ,
No,Yes,No,Casual,Casual,Thu,Yes,No,No,Vietnamese,Yes,No,No,Lunch,No,No,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,Under $10,4,285,No,Yes,No,No,Yes,No,Midtown East,Murray Hill,Kips Bay
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Turkish;Middle Eastern;Mediterranean,Yes,No,No,Dinner,No,No,No,Yes,Yes,No,No,DJ,Quiet,No,Street,$11-30 and Inexpensive,4,132,No,Yes,Yes,Yes,No,Free,Midtown East,Kips Bay,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,No,No,Japanese,No,No,No,Dinner,No,No,Yes,Yes,Yes,No,No,DJ,Average,No,Street,$31-60 and Moderate,4,227,No,No,Yes,Yes,No,No,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Classy,Casual,Thu,Yes,Yes,No,Turkish,Yes,No,No,Dinner,No,Yes,Yes,Yes,Yes,No,No,DJ,Average,No,Street,$11-30 and Inexpensive,4,395,No,Yes,Yes,Yes,No,No,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Casual,Casual,Thu,No,Yes,Yes,American (New);Burgers;Cocktail Bars,No,No,No,Dinner,No,Yes,No,Yes,No,No,No,Background,Loud,No,Garage,$11-30 and Inexpensive,4,27,No,Yes,Yes,Yes,Yes,Free,Kips Bay,,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,Yes,Yes,Sushi Bars,Yes,No,No,Lunch,No,No,Yes,Yes,No,No,No,Background,Average,No,Street,$11-30 and Inexpensive,4,217,No,Yes,Yes,Yes,Yes,No,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Pizza;Bars,Yes,No,No,Brunch,No,Yes,Yes,Yes,Yes,No,Yes,Background,Average,No,Garage,$11-30 and Inexpensive,4.5,83,No,Yes,Yes,Yes,Yes,Free,Kips Bay,,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,Yes,No,Russian,Yes,No,No,Brunch,No,Yes,Yes,Yes,Yes,No,Yes,Background,Quiet,No,Garage,$11-30 and Inexpensive,4.5,8,No,Yes,Yes,Yes,No,Free,Kips Bay,,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,Indian,Yes,No,No,Lunch,No,Yes,Yes,Yes,Yes,No,No,Background,Average,No,Street,Under $10,4,180,No,Yes,Yes,Yes,Yes,Free,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Turkish;Middle Eastern;Mediterranean,Yes,No,No,Dinner,No,Yes,Yes,Yes,Yes,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,4,136,No,Yes,Yes,Yes,No,Free,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,No,Thai,Yes,No,No,Lunch,No,Yes,Yes,Yes,Yes,No,No,Background,Average,No,Street,$11-30 and Inexpensive,3.5,264,No,Yes,Yes,Yes,Yes,No,Midtown East,Kips Bay,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,Yes,Yes,Pubs;American (New);Sports Bars,Yes,No,No,Late night,No,Yes,No,Yes,Yes,No,Yes,Background,Average,Yes,Street,$11-30 and Inexpensive,3.5,281,No,Yes,Yes,Yes,Yes,Free,Midtown East,Kips Bay,
No,Yes,No,Divey,Casual,Thu,Yes,Yes,Yes,Mexican,Yes,No,No,Lunch,No,No,Yes,Yes,Yes,No,No,Background,Quiet,No,Street,Under $10,3.5,151,No,Yes,No,No,No,No,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Trendy,Casual,Thu,Yes,Yes,Yes,Thai,Yes,No,No,Lunch,No,Yes,Yes,Yes,Yes,No,No,Background,Average,No,Street,$11-30 and Inexpensive,3.5,366,No,Yes,Yes,Yes,Yes,No,Midtown East,Kips Bay,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,No,Yes,Mexican,Yes,No,No,Dinner,No,Yes,Yes,Yes,Yes,No,No,Background,Average,No,Garage,$11-30 and Inexpensive,3.5,164,No,Yes,Yes,Yes,Yes,No,Midtown East,Murray Hill,Kips Bay
No,Yes,No,Casual,Casual,Thu,Yes,Yes,No,American (Traditional);Hookah Bars,Yes,No,No,Dinner,Yes,Yes,Yes,Yes,No,No,Yes,Background,Average,No,Garage,$11-30 and Inexpensive,5,6,No,Yes,Yes,Yes,Yes,Free,Kips Bay,Gramercy,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,No,Yes,American (New);Sports Bars;Burgers,Yes,No,No,Late night,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Loud,No,Street,$11-30 and Inexpensive,3.5,170,No,Yes,Yes,Yes,Yes,Free,Kips Bay,Stuyvesant Town,
No,No,No,Casual,Casual,Thu,Yes,Yes,Yes,Chinese;Vietnamese,Yes,No,No,Lunch,Yes,No,No,Yes,Yes,No,No,DJ,Quiet,No,Street,Under $10,3.5,59,No,Yes,No,No,No,No,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Classy,Casual,Thu,Yes,Yes,Yes,Italian,Yes,Yes,No,Dinner,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,Yes,Street,$11-30 and Inexpensive,3.5,132,No,Yes,Yes,Yes,Yes,Free,Midtown East,Kips Bay,
No,Yes,No,Casual,Casual,Thu,Yes,Yes,Yes,Juice Bars & Smoothies;Egyptian,Yes,Yes,No,Lunch,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Quiet,No,Street,Under $10,4,46,No,Yes,No,No,Yes,No,Kips Bay,,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,Yes,Yes,Japanese;Chinese,Yes,Yes,No,Lunch,Yes,Yes,Yes,Yes,Yes,No,Yes,DJ,Average,No,Street,Under $10,3,85,No,Yes,Yes,Yes,No,No,Kips Bay,,
No,Yes,Full Bar,Divey,Casual,Thu,Yes,No,Yes,Pizza;Italian,Yes,Yes,No,Lunch,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Average,Yes,Street,$11-30 and Inexpensive,3.5,56,No,Yes,Yes,Yes,Yes,Free,Midtown East,Kips Bay,
No,Yes,Full Bar,Divey,Casual,Thu,No,No,Yes,Irish,No,Yes,No,Lunch,Yes,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,4,22,No,Yes,Yes,Yes,Yes,Free,Kips Bay,,
No,Yes,Full Bar,Trendy,Casual,Thu,Yes,Yes,Yes,Sushi Bars;Japanese;Lounges,Yes,Yes,No,Dinner,No,Yes,No,Yes,Yes,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,3.5,234,No,Yes,Yes,Yes,Yes,No,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Wed,Yes,Yes,No,Sports Bars;American (Traditional),No,Yes,No,Dinner,No,Yes,No,Yes,Yes,No,Yes,Background,Average,No,Street,Under $10,3.5,33,No,Yes,No,No,Yes,Free,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Wed,Yes,No,No,Thai,Yes,Yes,No,Dinner,No,Yes,No,Yes,Yes,No,Yes,Background,Average,No,Street,$11-30 and Inexpensive,3.5,488,No,Yes,Yes,Yes,Yes,No,Midtown East,Murray Hill,Kips Bay
No,Yes,No,Casual,Casual,Wed,Yes,Yes,No,Delis,Yes,Yes,No,Dinner,No,No,Yes,Yes,Yes,No,No,Background,Average,No,Street,Under $10,5,5,No,Yes,No,No,Yes,No,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Mon,Yes,Yes,No,American (New);Barbeque;Sports Bars,No,Yes,No,Dinner,No,Yes,No,Yes,Yes,No,Yes,Background,Loud,No,Street,$11-30 and Inexpensive,3.5,104,No,Yes,Yes,Yes,Yes,Free,Kips Bay,,
No,Yes,No,Divey,Casual,Mon,Yes,No,No,Chinese,Yes,Yes,No,Lunch,No,No,Yes,Yes,Yes,No,No,Background,Very Loud,No,Street,Under $10,3,41,No,Yes,No,No,Yes,No,Kips Bay, ,
No,Yes,Full Bar,Casual,Casual,Thu,Yes,No,No,Sports Bars;British;Gastropubs,No,Yes,No,Lunch,No,Yes,No,Yes,Yes,No,Yes,Juke Box,Average,Yes,Street,$11-30 and Inexpensive,3.5,115,Outdoor Area/ Patio Only,Yes,No,Yes,No,No,Kips Bay,,
No,Yes,Beer & Wine Only,Casual,Casual,Thu,Yes,No,No,Convenience Stores;Delis,No,Yes,No,Lunch,No,No,Yes,Yes,Yes,No,No,Juke Box,Quiet,No,Street,Under $10,4,17,Outdoor Area/ Patio Only,Yes,No,No,No,No,Kips Bay,,
No,Yes,Full Bar,Intimate,Casual,Thu,No,No,No,Italian,No,Yes,No,Dinner,No,Yes,No,Yes,Yes,No,No,Juke Box,Quiet,Yes,Street,Above $61 and Pricey,3,21,Outdoor Area/ Patio Only,No,Yes,Yes,No,No,Midtown East,Kips Bay,
No,Yes,Full Bar,Casual,Casual,Tue,Yes,No,No,Bars;American (New),No,Yes,No,Late night,No,Yes,No,Yes,Yes,No,Yes,Juke Box,Average,No,Street,$11-30 and Inexpensive,3.5,101,No,No,Yes,Yes,No,No,Midtown East, ,
No,Yes,No,Casual,Casual,Tue,Yes,Yes,No,Pizza,Yes,Yes,No,Lunch,No,Yes,Yes,Yes,Yes,No,Yes,Juke Box,Quiet,No,Street,Under $10,3.5,73,No,Yes,No,No,Yes,No,Midtown East,Murray Hill,Kips Bay
No,Yes,Full Bar,Casual,Casual,Tue,Yes,Yes,No,Diners,Yes,Yes,No,Brunch,No,Yes,Yes,Yes,Yes,No,Yes,Juke Box,Average,No,Street,$11-30 and Inexpensive,2.5,107,No,Yes,No,Yes,Yes,No,Kips Bay,Flatiron,
No,Yes,No,Divey,Casual,Tue,Yes,Yes,No,Bagels;Breakfast & Brunch,Yes,Yes,No,Breakfast,No,Yes,Yes,Yes,Yes,No,No,Juke Box,Quiet,No,Street,Under $10,3.5,101,No,Yes,No,No,Yes,No,Kips Bay,,
No,Yes,Full Bar,Casual,Casual,Thu,No,No,No,Pubs;Irish,No,Yes,No,Late night,No,Yes,No,Yes,Yes,No,Yes,DJ,Average,No,Street,$11-30 and Inexpensive,3.5,53,No,Yes,Yes,No,Yes,Free,Midtown East,Kips Bay,
